mint_id,tissue,tissuetype,rho,rank
13,adipose_tissue,cancer,0.43836072,28.0
13,appendix,cancer,0.6909091,703.0
13,bladder,cancer,0.49397725,164.5
13,bladder,metastasis,0.419757,322.5
13,bone,cancer,0.39880818,193.0
13,breast,cancer,0.42542714,178.0
13,cervix,cancer,0.3909091,70.0
13,colorectum,cancer,0.52380955,349.5
13,eye,cancer,0.39670464,56.0
13,gallbladder,cancer,0.42641205,39.0
13,kidney,cancer,0.5105962,233.0
13,liver,cancer,0.4255339,129.0
13,lung,cancer,0.59731734,893.0
13,lung,metastasis,0.36120504,164.5
13,lymph_node,metastasis,0.31273177,40.5
13,oesophagus,cancer,0.39718977,51.0
13,ovary,cancer,0.47165227,300.5
13,pancreas,cancer,0.51843405,175.0
13,prostate,cancer,0.682647,927.0
13,salivary_gland,cancer,0.40925094,139.0
13,skin,cancer,0.55688274,763.0
13,small_intestine,cancer,0.6636364,931.0
13,stomach,cancer,0.5,365.0
13,testis,cancer,0.3534278,15.0
13,testis,metastasis,-0.3217116,54.5
13,thyroid,cancer,0.44035125,222.0
13,tongue,cancer,0.4462212,368.5
13,tonsil,cancer,0.53672075,573.0
13,uterus,cancer,0.44473314,180.0
13,vagina,cancer,0.41994798,400.0
18,adipose_tissue,cancer,0.6109856,367.0
18,adrenal_gland,metastasis,0.5254992,537.5
18,appendix,cancer,0.49133685,205.0
18,bladder,cancer,0.5887724,646.0
18,bladder,metastasis,0.3983609,273.5
18,bone,cancer,0.4464842,476.0
18,bone,metastasis,0.5572083,685.5
18,brain,metastasis,0.4425576,318.5
18,breast,cancer,0.74390244,928.0
18,breast,metastasis,0.39464763,161.5
18,cervix,cancer,0.4694689,308.0
18,colorectum,cancer,0.6571763,860.0
18,colorectum,metastasis,0.53032243,336.0
18,eye,cancer,0.5785892,601.0
18,gallbladder,cancer,0.46838388,83.0
18,gallbladder,metastasis,0.37616256,139.5
18,heart,metastasis,0.41529122,111.0
18,kidney,cancer,0.7331426,932.0
18,kidney,metastasis,0.337823,80.0
18,liver,cancer,0.57264227,723.0
18,liver,metastasis,0.413249,399.0
18,lung,cancer,0.7387687,1002.0
18,lung,metastasis,0.50183696,613.5
18,lymph_node,metastasis,0.32756573,74.5
18,oesophagus,cancer,0.7521014,1003.0
18,ovary,cancer,0.4874762,341.0
18,ovary,metastasis,0.40095347,349.5
18,pancreas,cancer,0.71686745,898.0
18,pancreas,metastasis,0.43682933,291.5
18,prostate,cancer,0.34808218,21.0
18,salivary_gland,cancer,0.46013787,292.5
18,skin,cancer,0.48781395,470.5
18,skin,metastasis,0.41998228,261.5
18,small_intestine,cancer,0.5913332,752.0
18,small_intestine,metastasis,0.3733765,224.0
18,spleen,metastasis,0.34401184,83.5
18,stomach,cancer,0.5309761,470.0
18,testis,cancer,0.43061772,181.0
18,thyroid,cancer,0.5137842,510.0
18,thyroid,metastasis,0.49946186,313.5
18,uterus,cancer,0.5740334,733.0
18,vagina,metastasis,0.4309102,136.5
32,adipose_tissue,cancer,0.69107735,608.0
32,adrenal_gland,metastasis,0.3480906,92.5
32,appendix,cancer,0.56979,459.0
32,bladder,cancer,0.6194752,838.0
32,bladder,metastasis,0.30187073,35.5
32,bone,cancer,0.45199636,510.5
32,bone,metastasis,0.4094647,329.5
32,breast,cancer,0.46594432,328.0
32,breast,metastasis,0.5140041,212.5
32,cervix,cancer,0.6192481,900.0
32,colorectum,cancer,0.5921943,577.0
32,eye,cancer,0.6423707,754.5
32,gallbladder,cancer,0.6398705,738.0
32,kidney,cancer,0.61282116,655.0
32,liver,cancer,0.6308331,878.5
32,liver,metastasis,0.548422,640.5
32,lung,cancer,0.46848747,460.5
32,lung,metastasis,0.48816493,568.5
32,lymph_node,metastasis,0.4968421,621.5
32,oesophagus,cancer,0.5545762,537.0
32,ovary,metastasis,0.439171,434.5
32,pancreas,cancer,0.73377293,956.5
32,prostate,cancer,0.7660029,985.0
32,salivary_gland,cancer,0.55451906,602.0
32,skin,cancer,0.53140587,677.0
32,small_intestine,cancer,0.45879185,344.0
32,stomach,cancer,0.5723454,697.0
32,testis,cancer,0.5577161,796.5
32,thyroid,cancer,0.51453936,543.0
32,tonsil,cancer,0.55920833,675.0
32,uterus,cancer,0.6169964,833.0
32,vagina,cancer,0.55679995,750.5
46,adipose_tissue,cancer,0.74886626,815.5
46,adrenal_gland,cancer,0.4267735,488.5
46,adrenal_gland,metastasis,0.59287804,640.0
46,appendix,cancer,0.7818182,876.5
46,bladder,cancer,0.5894795,655.5
46,bladder,metastasis,0.45842147,389.5
46,bone,cancer,0.45255142,541.5
46,bone,metastasis,0.5470023,665.5
46,brain,metastasis,0.5798524,580.0
46,breast,cancer,0.58337027,825.5
46,breast,metastasis,0.3411828,110.0
46,cervix,cancer,0.54012394,667.5
46,colorectum,cancer,0.64285713,836.0
46,colorectum,metastasis,0.51301223,319.5
46,eye,cancer,0.6363636,715.0
46,gallbladder,cancer,0.6794805,885.5
46,gallbladder,metastasis,0.38774294,157.5
46,heart,metastasis,0.3861723,91.5
46,kidney,cancer,0.7081823,916.5
46,kidney,metastasis,0.37630916,179.0
46,liver,cancer,0.627886,845.5
46,liver,metastasis,0.52570814,626.5
46,lung,cancer,0.5008717,639.5
46,lung,metastasis,0.46803185,502.5
46,lymph_node,metastasis,0.44657207,497.5
46,oesophagus,cancer,0.6909091,914.5
46,ovary,cancer,0.45295426,182.5
46,ovary,metastasis,0.36491272,231.5
46,pancreas,cancer,0.682647,733.0
46,pancreas,metastasis,0.49720377,322.0
46,prostate,cancer,0.5591209,513.5
46,salivary_gland,cancer,0.43527475,185.5
46,skin,cancer,0.5209724,598.5
46,skin,metastasis,0.46483403,369.0
46,small_intestine,cancer,0.47314867,407.5
46,small_intestine,metastasis,0.50316185,398.5
46,spinal_cord,metastasis,0.33234704,33.0
46,stomach,cancer,0.63805807,928.5
46,testis,cancer,0.50596046,604.5
46,thyroid,cancer,0.51745725,574.5
46,thyroid,metastasis,0.55622786,340.0
46,tongue,cancer,0.48834077,542.5
46,uterus,cancer,0.5206246,477.5
46,vagina,cancer,0.49421063,653.5
46,vagina,metastasis,0.47468212,216.0
77,adipose_tissue,cancer,0.7534325,826.5
77,adrenal_gland,cancer,0.36355457,242.5
77,adrenal_gland,metastasis,0.5606503,609.5
77,appendix,cancer,0.67196167,660.5
77,bladder,cancer,0.57575756,571.5
77,bladder,metastasis,0.4113554,302.5
77,bone,cancer,0.31956875,12.5
77,bone,metastasis,0.65047836,746.5
77,brain,metastasis,0.81515485,693.5
77,breast,cancer,0.7902772,967.5
77,cervix,cancer,0.53891647,655.5
77,colorectum,cancer,0.7619048,993.5
77,colorectum,metastasis,0.440624,243.0
77,eye,cancer,0.6454545,797.0
77,gallbladder,cancer,0.69462514,927.5
77,gallbladder,metastasis,0.33583093,59.5
77,kidney,cancer,0.51620924,281.5
77,kidney,metastasis,0.33817875,95.5
77,liver,cancer,0.39175615,36.5
77,liver,metastasis,0.4090957,378.5
77,lung,cancer,0.591632,855.5
77,lung,metastasis,0.5714286,741.0
77,lymph_node,metastasis,0.43392032,462.5
77,oesophagus,cancer,0.58181816,678.5
77,ovary,cancer,0.60915244,930.5
77,ovary,metastasis,0.30721843,37.5
77,pancreas,cancer,0.59409285,456.5
77,pancreas,metastasis,0.417945,267.5
77,prostate,cancer,0.53116095,340.5
77,salivary_gland,cancer,0.60795,882.5
77,skin,cancer,0.5461819,732.5
77,skin,metastasis,0.49761277,437.5
77,small_intestine,cancer,0.48830104,459.0
77,stomach,cancer,0.5861845,765.5
77,testis,cancer,0.5372515,711.5
77,thyroid,cancer,0.3533489,12.5
77,thyroid,metastasis,0.40761134,195.5
77,tongue,cancer,0.43310758,320.5
77,tonsil,cancer,0.5191168,524.5
77,uterus,cancer,0.5119585,452.5
77,vagina,cancer,0.3441624,69.5
77,vagina,metastasis,0.45036438,182.5
82,adipose_tissue,cancer,0.6880734,574.5
82,adrenal_gland,cancer,0.33553037,124.5
82,appendix,cancer,0.5327521,261.5
82,bladder,cancer,0.56782067,528.5
82,bladder,metastasis,0.33645123,124.0
82,bone,cancer,0.52820516,884.0
82,bone,metastasis,0.39092624,270.0
82,brain,metastasis,0.4236308,277.0
82,breast,cancer,0.63414633,888.5
82,cervix,cancer,0.42834172,189.5
82,colorectum,cancer,0.5942715,603.5
82,eye,cancer,0.4657583,224.5
82,gallbladder,cancer,0.55591005,419.5
82,kidney,cancer,0.5041186,204.5
82,liver,cancer,0.5037988,482.5
82,lung,cancer,0.5657519,796.5
82,lymph_node,metastasis,0.3279851,79.0
82,oesophagus,cancer,0.5525172,500.5
82,ovary,cancer,0.36737064,37.5
82,ovary,metastasis,-0.42844218,407.0
82,pancreas,cancer,0.57987195,286.5
82,prostate,cancer,0.56675756,594.5
82,salivary_gland,cancer,0.48858956,378.0
82,skin,cancer,0.46503437,407.5
82,small_intestine,cancer,0.40384614,147.5
82,small_intestine,metastasis,0.37896305,269.0
82,spleen,metastasis,0.43418804,252.0
82,stomach,cancer,0.45934573,158.5
82,testis,cancer,0.5485744,734.5
82,thyroid,cancer,0.60397106,918.5
82,tongue,cancer,0.40925258,211.5
82,tonsil,cancer,0.4145535,160.5
82,uterus,cancer,0.56621593,705.5
82,vagina,cancer,0.35014465,84.5
82,vagina,metastasis,0.3129647,13.0
86,adipose_tissue,cancer,-0.80091745,949.0
86,adrenal_gland,cancer,-0.43774936,515.0
86,appendix,cancer,-0.75171036,819.0
86,bladder,cancer,-0.7262823,1000.0
86,bone,cancer,-0.48424402,631.5
86,brain,metastasis,-0.4453939,324.5
86,breast,cancer,-0.51485175,528.0
86,cervix,cancer,-0.7061522,1002.0
86,colorectum,cancer,-0.6345726,803.0
86,eye,cancer,-0.71337986,871.0
86,gallbladder,cancer,-0.7132719,984.0
86,kidney,cancer,-0.8140054,991.0
86,liver,cancer,-0.7590032,998.0
86,liver,metastasis,0.36780316,247.0
86,lung,cancer,-0.647118,965.0
86,lung,metastasis,-0.54761904,700.0
86,lymph_node,metastasis,0.3954881,331.5
86,oesophagus,cancer,-0.65289617,839.0
86,ovary,cancer,-0.5649107,750.0
86,pancreas,cancer,-0.6179524,567.0
86,prostate,cancer,-0.6713832,899.0
86,salivary_gland,cancer,-0.7273009,979.0
86,skin,cancer,-0.6988846,1000.0
86,small_intestine,cancer,-0.475641,429.0
86,small_intestine,metastasis,0.374156,229.5
86,stomach,cancer,-0.64498895,949.0
86,testis,cancer,-0.58124816,861.0
86,thymus,cancer,-0.47361785,70.0
86,thyroid,cancer,-0.62715995,962.0
86,tongue,cancer,-0.4420583,347.0
86,tonsil,cancer,-0.4405979,255.0
86,uterus,cancer,-0.62220037,866.0
86,vagina,cancer,-0.47282133,569.0
86,vagina,metastasis,0.36379325,62.0
96,adipose_tissue,cancer,0.5433847,130.0
96,adrenal_gland,cancer,0.32764518,111.5
96,adrenal_gland,metastasis,0.5226394,530.0
96,appendix,cancer,0.8363636,925.5
96,bladder,cancer,0.398475,45.5
96,bladder,metastasis,0.30152854,18.0
96,bone,cancer,0.48830104,667.0
96,bone,metastasis,0.40926266,324.0
96,brain,metastasis,0.5834612,589.5
96,breast,cancer,0.60790557,854.5
96,breast,metastasis,-0.30716082,43.0
96,cervix,cancer,0.37767246,27.5
96,colorectum,cancer,0.46991342,212.5
96,eye,cancer,0.03371674,1.5
96,gallbladder,cancer,0.37138984,13.5
96,kidney,cancer,0.7156264,925.0
96,kidney,metastasis,0.3040018,20.0
96,liver,cancer,0.55649793,678.5
96,lung,cancer,0.34706268,9.5
96,lung,metastasis,0.4047619,313.0
96,lymph_node,metastasis,0.51666665,659.0
96,oesophagus,cancer,0.5214804,342.5
96,ovary,cancer,0.36780953,39.5
96,ovary,metastasis,0.317113,70.5
96,pancreas,cancer,0.5296131,192.5
96,pancreas,metastasis,0.37077636,194.0
96,prostate,cancer,0.573683,624.5
96,prostate,metastasis,0.34390154,43.0
96,salivary_gland,cancer,0.3272727,4.5
96,skin,cancer,0.53962266,713.5
96,skin,metastasis,0.5235395,465.5
96,small_intestine,cancer,0.5642398,674.5
96,spinal_cord,metastasis,0.33234704,33.0
96,spleen,metastasis,0.37260076,153.0
96,stomach,cancer,0.46661854,192.5
96,testis,cancer,0.5466054,728.5
96,thyroid,cancer,0.56748194,743.5
96,thyroid,metastasis,0.3618832,115.0
96,tonsil,cancer,0.36200875,68.5
96,uterus,cancer,0.47272727,236.5
156,adrenal_gland,cancer,-0.53967494,684.0
156,appendix,cancer,-0.53504527,271.0
156,bladder,cancer,-0.5214052,248.0
156,bone,cancer,-0.3998502,206.0
156,brain,metastasis,0.50490135,448.5
156,breast,cancer,-0.42488486,166.0
156,cervix,cancer,-0.6008123,840.0
156,colorectum,cancer,-0.49689096,287.0
156,eye,cancer,-0.54175913,508.0
156,gallbladder,cancer,-0.6627921,825.0
156,kidney,cancer,-0.44923973,35.0
156,liver,cancer,-0.5689066,715.0
156,lung,cancer,-0.5926633,864.0
156,oesophagus,cancer,-0.37774032,16.0
156,ovary,cancer,-0.5633831,736.0
156,pancreas,cancer,-0.6046763,530.0
156,prostate,cancer,-0.47962484,155.0
156,salivary_gland,cancer,-0.63468033,923.0
156,skin,cancer,-0.6452428,934.0
156,small_intestine,cancer,-0.36497656,29.0
156,small_intestine,metastasis,0.37796447,241.5
156,stomach,cancer,-0.6015523,815.0
156,testis,cancer,-0.46790314,317.0
156,thyroid,cancer,-0.44685477,249.0
156,tongue,cancer,-0.393291,118.5
156,tonsil,cancer,-0.6780896,922.0
156,uterus,cancer,-0.5362562,553.0
156,vagina,cancer,-0.44300044,430.0
162,adipose_tissue,cancer,0.70776993,693.0
162,appendix,cancer,0.73636365,795.0
162,bladder,cancer,0.5173466,221.5
162,bone,cancer,0.34394935,48.0
162,bone,metastasis,0.3087561,22.0
162,brain,metastasis,0.36455292,157.0
162,breast,cancer,0.44146153,241.5
162,cervix,cancer,0.4997825,481.5
162,colorectum,cancer,0.61904764,741.0
162,gallbladder,cancer,0.5578626,431.5
162,kidney,cancer,0.51349086,256.5
162,liver,cancer,0.42073512,104.5
162,lung,cancer,0.46808726,423.0
162,oesophagus,cancer,0.57272726,648.5
162,ovary,cancer,0.4235573,103.5
162,ovary,metastasis,0.35849243,203.0
162,pancreas,cancer,0.45284042,52.5
162,prostate,cancer,0.5564438,484.5
162,salivary_gland,cancer,0.43636364,203.5
162,skin,cancer,0.34146976,14.5
162,skin,metastasis,0.30645236,48.5
162,small_intestine,cancer,0.8090909,999.5
162,stomach,cancer,0.45413095,104.5
162,testis,cancer,0.37240797,37.0
162,testis,metastasis,-0.3031511,16.0
162,thyroid,cancer,0.37331176,54.5
162,tongue,cancer,0.4985972,571.5
162,tonsil,cancer,0.51416945,499.0
162,uterus,cancer,0.50879925,430.5
162,vagina,cancer,0.39989257,288.5
194,adipose_tissue,cancer,-0.6781627,538.5
194,adipose_tissue,metastasis,0.33245498,34.5
194,adrenal_gland,cancer,-0.32506776,70.5
194,adrenal_gland,metastasis,0.42378968,294.0
194,appendix,cancer,-0.55479026,402.5
194,bladder,cancer,-0.6743256,972.5
194,bladder,metastasis,-0.32918233,100.5
194,bone,cancer,-0.46593252,572.5
194,brain,metastasis,0.32174245,73.5
194,breast,cancer,-0.34060672,6.5
194,breast,metastasis,0.42705616,188.5
194,cervix,cancer,-0.55294275,704.5
194,colorectum,cancer,-0.5129592,321.5
194,colorectum,metastasis,0.3303984,79.5
194,eye,cancer,-0.4164858,86.5
194,gallbladder,cancer,-0.61662847,661.5
194,gallbladder,metastasis,0.34414944,94.0
194,kidney,cancer,-0.5276939,307.5
194,liver,cancer,-0.39269254,41.5
194,liver,metastasis,0.4922763,580.0
194,lung,cancer,-0.4632284,321.5
194,lung,metastasis,0.5569319,717.0
194,oesophagus,cancer,-0.42655218,92.5
194,ovary,cancer,-0.5200025,501.5
194,ovary,metastasis,-0.07203871,12.5
194,pancreas,cancer,-0.48012978,91.5
194,pancreas,metastasis,0.31970587,19.5
194,prostate,cancer,-0.6360204,818.5
194,prostate,metastasis,0.4167048,79.5
194,salivary_gland,cancer,-0.5125979,458.5
194,skeletal_muscle,metastasis,0.36517537,97.5
194,skin,cancer,-0.43465364,225.5
194,skin,metastasis,0.34901518,119.5
194,small_intestine,cancer,-0.51820207,578.5
194,small_intestine,metastasis,0.37810665,250.5
194,stomach,cancer,-0.536982,492.5
194,testis,cancer,-0.5104682,621.5
194,testis,metastasis,0.4369813,177.5
194,thyroid,cancer,-0.4468039,241.5
194,tongue,cancer,-0.4130053,248.5
194,tonsil,cancer,-0.38947093,89.5
194,uterus,cancer,-0.49846393,326.5
194,vagina,cancer,-0.31376737,5.5
221,adipose_tissue,cancer,0.7214687,739.5
221,adrenal_gland,cancer,0.38607872,276.5
221,adrenal_gland,metastasis,0.5606503,609.5
221,appendix,cancer,0.5542164,397.5
221,bladder,cancer,0.48409772,130.5
221,bladder,metastasis,0.4113554,302.5
221,bone,cancer,0.4397266,400.5
221,bone,metastasis,0.65047836,746.5
221,brain,metastasis,0.81515485,693.5
221,breast,cancer,0.51515377,540.5
221,cervix,cancer,0.52529615,617.5
221,colorectum,cancer,0.54761904,401.5
221,colorectum,metastasis,0.440624,243.0
221,eye,cancer,0.5,349.0
221,gallbladder,cancer,0.5863633,610.5
221,gallbladder,metastasis,0.33583093,59.5
221,kidney,cancer,0.5464136,355.5
221,kidney,metastasis,0.33817875,95.5
221,liver,cancer,0.45954138,230.5
221,liver,metastasis,0.4090957,378.5
221,lung,cancer,0.5288778,697.5
221,lung,metastasis,0.5714286,741.0
221,lymph_node,metastasis,0.43392032,462.5
221,oesophagus,cancer,0.6,742.5
221,ovary,cancer,0.5113967,443.5
221,ovary,metastasis,0.30721843,37.5
221,pancreas,cancer,0.6520037,645.5
221,pancreas,metastasis,0.417945,267.5
221,prostate,cancer,0.525602,275.5
221,salivary_gland,cancer,0.54545456,529.0
221,skin,cancer,0.42841268,194.5
221,skin,metastasis,0.49761277,437.5
221,small_intestine,cancer,0.45568722,312.5
221,stomach,cancer,0.55826867,629.5
221,testis,cancer,0.54038936,718.5
221,thyroid,cancer,0.5122077,500.5
221,thyroid,metastasis,0.40761134,195.5
221,tongue,cancer,0.4082483,154.5
221,tonsil,cancer,0.44612697,293.5
221,uterus,cancer,0.48539096,276.5
221,vagina,cancer,0.3721758,197.5
221,vagina,metastasis,0.45036438,182.5
225,adipose_tissue,cancer,0.8264926,973.5
225,adrenal_gland,cancer,0.5034675,625.5
225,adrenal_gland,metastasis,0.4211468,289.5
225,appendix,cancer,0.61817497,600.0
225,bladder,cancer,0.5466682,402.5
225,bone,cancer,0.4016058,221.0
225,bone,metastasis,0.36516234,167.5
225,brain,metastasis,0.47060484,380.5
225,breast,cancer,0.5391842,647.5
225,cervix,cancer,0.63563234,957.5
225,colorectum,cancer,0.5729477,483.5
225,eye,cancer,0.6818182,847.0
225,gallbladder,cancer,0.6944541,917.5
225,kidney,cancer,0.68959916,868.5
225,liver,cancer,0.49264902,381.5
225,liver,metastasis,0.31368285,59.5
225,lung,cancer,0.4763119,497.5
225,lung,metastasis,0.4207713,360.5
225,lymph_node,metastasis,0.41666666,407.5
225,oesophagus,cancer,0.7181818,985.5
225,ovary,cancer,0.5812454,858.5
225,ovary,metastasis,0.31794032,75.5
225,pancreas,cancer,0.7060932,850.5
225,prostate,cancer,0.62077135,798.5
225,prostate,metastasis,0.33470163,26.5
225,salivary_gland,cancer,0.52371824,484.5
225,skeletal_muscle,metastasis,0.34027755,71.5
225,skin,cancer,0.493056,492.5
225,skin,metastasis,0.5618293,515.5
225,small_intestine,cancer,0.6111504,840.5
225,spleen,metastasis,0.4230456,231.5
225,stomach,cancer,0.5911665,789.5
225,testis,cancer,0.5372414,701.5
225,thyroid,cancer,0.39473832,82.5
225,thyroid,metastasis,0.30314615,8.5
225,tonsil,cancer,0.56229025,705.5
225,uterus,cancer,0.55798596,650.5
225,vagina,cancer,0.51424617,690.5
226,adrenal_gland,cancer,-0.53967494,684.0
226,appendix,cancer,-0.53504527,271.0
226,bladder,cancer,-0.5214052,248.0
226,bladder,metastasis,0.48793274,420.0
226,bone,cancer,-0.3998502,206.0
226,brain,metastasis,0.755281,680.0
226,breast,cancer,-0.42488486,166.0
226,cervix,cancer,-0.6008123,840.0
226,colorectum,cancer,-0.49689096,287.0
226,colorectum,metastasis,0.37775037,159.0
226,eye,cancer,-0.54175913,508.0
226,gallbladder,cancer,-0.6627921,825.0
226,kidney,cancer,-0.44923973,35.0
226,kidney,metastasis,0.33244446,65.0
226,liver,cancer,-0.5689066,715.0
226,lung,cancer,-0.5926633,864.0
226,oesophagus,cancer,-0.37774032,16.0
226,ovary,cancer,-0.5633831,736.0
226,pancreas,cancer,-0.6046763,530.0
226,prostate,cancer,-0.47962484,155.0
226,salivary_gland,cancer,-0.63468033,923.0
226,skin,cancer,-0.6452428,934.0
226,skin,metastasis,0.50862134,452.0
226,small_intestine,cancer,-0.36497656,29.0
226,small_intestine,metastasis,0.35921988,205.0
226,stomach,cancer,-0.6015523,815.0
226,testis,cancer,-0.46790314,317.0
226,thyroid,cancer,-0.44685477,249.0
226,thyroid,metastasis,0.34480146,88.0
226,tongue,cancer,-0.393291,118.5
226,tonsil,cancer,-0.6780896,922.0
226,uterus,cancer,-0.5362562,553.0
226,vagina,cancer,-0.44300044,430.0
226,vagina,metastasis,0.5409304,260.0
231,adipose_tissue,cancer,0.73060125,778.5
231,adrenal_gland,cancer,0.34964418,232.5
231,appendix,cancer,0.8727273,965.5
231,bladder,cancer,0.6363644,926.5
231,bone,cancer,0.52742547,866.5
231,bone,metastasis,0.31562036,42.0
231,breast,cancer,0.77204007,947.5
231,cervix,cancer,0.54545456,686.0
231,colorectum,cancer,0.6454545,848.5
231,eye,cancer,0.54545456,528.5
231,gallbladder,cancer,0.5288341,331.5
231,kidney,cancer,0.5699703,427.5
231,liver,cancer,0.55520886,671.5
231,lung,cancer,0.4194548,159.5
231,lymph_node,metastasis,0.30103806,22.0
231,oesophagus,cancer,0.4924191,301.5
231,ovary,cancer,0.49635673,417.5
231,ovary,metastasis,0.51587933,496.5
231,pancreas,cancer,0.6394765,623.5
231,prostate,cancer,0.54859143,453.5
231,salivary_gland,cancer,0.56363636,680.0
231,skin,cancer,0.44513023,274.5
231,skin,metastasis,-0.0023474202,5.0
231,small_intestine,cancer,0.4608572,371.5
231,stomach,cancer,0.5446225,567.5
231,testis,cancer,0.52662325,671.5
231,thyroid,cancer,0.63089967,991.5
231,tongue,cancer,0.40874952,184.0
231,tonsil,cancer,0.41175756,152.5
231,uterus,cancer,0.5137885,460.5
231,vagina,cancer,0.3608186,142.5
234,adipose_tissue,cancer,0.7990951,922.5
234,adrenal_gland,cancer,0.49030313,589.5
234,appendix,cancer,0.8454546,944.5
234,bladder,cancer,0.6092386,759.0
234,bone,cancer,0.42536873,324.5
234,brain,metastasis,0.34438044,114.5
234,breast,cancer,0.42412263,140.5
234,cervix,cancer,0.59559864,816.5
234,colorectum,cancer,0.5714286,450.5
234,eye,cancer,0.6454545,797.0
234,gallbladder,cancer,0.6983347,947.5
234,kidney,cancer,0.655758,774.5
234,kidney,metastasis,-0.33830595,112.0
234,liver,cancer,0.6317499,918.5
234,lung,cancer,0.49157134,610.5
234,lymph_node,metastasis,0.3020267,30.5
234,oesophagus,cancer,0.7075276,943.5
234,ovary,cancer,0.54122734,607.5
234,ovary,metastasis,0.49609143,474.0
234,pancreas,cancer,0.72869086,918.5
234,prostate,cancer,0.63779914,835.5
234,salivary_gland,cancer,0.46647575,328.5
234,skin,cancer,0.53049767,630.5
234,small_intestine,cancer,0.42183074,187.0
234,stomach,cancer,0.6211897,889.5
234,testis,cancer,0.6187058,963.5
234,thyroid,cancer,0.5121451,483.5
234,tongue,cancer,0.5089363,608.5
234,tonsil,cancer,0.58469474,747.5
234,uterus,cancer,0.55995345,672.5
234,vagina,cancer,0.4109311,351.5
241,adipose_tissue,cancer,0.61214656,419.5
241,adrenal_gland,cancer,0.47105393,544.5
241,adrenal_gland,metastasis,0.39189303,229.0
241,appendix,cancer,0.4816012,196.5
241,bladder,cancer,0.49034643,145.5
241,bone,cancer,0.42786244,345.5
241,bone,metastasis,0.36597317,170.0
241,brain,metastasis,-0.4166319,255.5
241,breast,cancer,0.3712528,16.5
241,breast,metastasis,0.3165622,71.0
241,cervix,cancer,0.38293424,58.5
241,colorectum,cancer,0.6165266,719.5
241,colorectum,metastasis,0.4977596,299.0
241,eye,cancer,0.587851,624.0
241,gallbladder,cancer,0.44099057,50.5
241,gallbladder,metastasis,0.3777782,144.0
241,kidney,cancer,0.48359215,100.5
241,liver,cancer,0.54195774,575.5
241,liver,metastasis,0.08810219,14.0
241,lung,cancer,0.48408243,546.5
241,lung,metastasis,0.3804939,220.0
241,lymph_node,metastasis,0.31560043,48.0
241,oesophagus,cancer,0.56100786,600.5
241,ovary,cancer,0.6217017,936.5
241,ovary,metastasis,-0.31477383,57.0
241,pancreas,cancer,0.399049,9.5
241,prostate,cancer,0.40015745,37.5
241,salivary_gland,cancer,0.60696805,877.5
241,skin,cancer,0.54279226,725.5
241,small_intestine,cancer,0.43672782,232.5
241,small_intestine,metastasis,0.42331338,312.0
241,stomach,cancer,0.36596254,8.5
241,testis,cancer,0.55374604,743.5
241,thyroid,cancer,0.4675156,328.5
241,thyroid,metastasis,0.40370512,184.0
241,tongue,cancer,0.541653,675.5
241,tonsil,cancer,0.47212616,354.5
241,uterus,cancer,0.4205763,148.5
241,vagina,cancer,0.3468256,81.5
242,adipose_tissue,cancer,0.6109856,367.0
242,adrenal_gland,metastasis,0.5505296,592.5
242,appendix,cancer,0.49133685,205.0
242,bladder,cancer,0.5887724,646.0
242,bladder,metastasis,0.31705442,72.5
242,bone,cancer,0.4464842,476.0
242,bone,metastasis,0.45579952,472.5
242,brain,metastasis,0.45297444,336.5
242,breast,cancer,0.74390244,928.0
242,breast,metastasis,-0.010719481,9.5
242,cervix,cancer,0.4694689,308.0
242,colorectum,cancer,0.6571763,860.0
242,colorectum,metastasis,0.40639696,190.0
242,eye,cancer,0.5785892,601.0
242,gallbladder,cancer,0.46838388,83.0
242,gallbladder,metastasis,0.3134688,19.5
242,heart,metastasis,0.38201246,84.0
242,kidney,cancer,0.7331426,932.0
242,liver,cancer,0.57264227,723.0
242,liver,metastasis,0.36483744,217.5
242,lung,cancer,0.7387687,1002.0
242,lung,metastasis,0.565602,727.5
242,lymph_node,metastasis,0.57883835,735.5
242,oesophagus,cancer,0.7521014,1003.0
242,ovary,cancer,0.4874762,341.0
242,ovary,metastasis,0.32190955,89.5
242,pancreas,cancer,0.71686745,898.0
242,pancreas,metastasis,0.49411073,316.5
242,prostate,cancer,0.34808218,21.0
242,salivary_gland,cancer,0.46013787,292.5
242,skin,cancer,0.48781395,470.5
242,skin,metastasis,0.5690792,521.5
242,small_intestine,cancer,0.5913332,752.0
242,small_intestine,metastasis,0.3284954,94.0
242,spleen,metastasis,0.45613423,271.5
242,stomach,cancer,0.5309761,470.0
242,testis,cancer,0.43061772,181.0
242,thyroid,cancer,0.5137842,510.0
242,thyroid,metastasis,0.46831942,273.5
242,uterus,cancer,0.5740334,733.0
242,vagina,metastasis,0.4469599,162.5
243,adipose_tissue,cancer,-0.59039056,267.0
243,adipose_tissue,metastasis,-0.33321366,45.0
243,adrenal_gland,cancer,-0.6068482,719.0
243,appendix,cancer,-0.3826889,39.0
243,bladder,cancer,-0.54507864,372.0
243,bone,cancer,-0.438833,382.0
243,breast,cancer,-0.3898742,54.0
243,breast,metastasis,-0.31341246,65.0
243,cervix,cancer,-0.4646937,285.0
243,colorectum,cancer,-0.41743007,45.0
243,eye,cancer,-0.61234266,676.0
243,gallbladder,cancer,-0.56455463,512.0
