pair_id,cancer,metastasis,orgpair,freq,metdataset
504,oesophagus,skin,False,0,ron
504,oesophagus,skin,False,9,msk
505,oesophagus,brain,False,0,autopsy
505,oesophagus,brain,False,4,hcmdb
505,oesophagus,brain,False,4,ron
505,oesophagus,brain,True,27,msk
506,oesophagus,adrenal_gland,False,6,autopsy
506,oesophagus,adrenal_gland,False,0,hcmdb
506,oesophagus,adrenal_gland,False,0,ron
506,oesophagus,adrenal_gland,False,7,msk
507,oesophagus,thyroid,False,2,autopsy
508,oesophagus,colorectum,False,1,autopsy
508,oesophagus,colorectum,False,0,hcmdb
509,oesophagus,liver,False,21,autopsy
509,oesophagus,liver,True,17,hcmdb
509,oesophagus,liver,False,24,ron
509,oesophagus,liver,False,56,msk
510,oesophagus,lymph_node,True,92,autopsy
510,oesophagus,lymph_node,False,0,hcmdb
510,oesophagus,lymph_node,True,21,ron
510,oesophagus,lymph_node,False,48,msk
511,oesophagus,uterus,False,0,autopsy
512,colorectum,kidney,False,20,autopsy
512,colorectum,kidney,False,0,hcmdb
512,colorectum,kidney,False,9,msk
513,colorectum,lung,False,101,autopsy
513,colorectum,lung,False,26,hcmdb
513,colorectum,lung,True,343,ron
513,colorectum,lung,False,105,msk
514,colorectum,vagina,False,3,autopsy
515,colorectum,small_intestine,False,6,autopsy
515,colorectum,small_intestine,False,0,hcmdb
516,colorectum,stomach,False,1,autopsy
517,colorectum,testis,False,0,autopsy
518,colorectum,spleen,False,9,autopsy
518,colorectum,spleen,False,0,hcmdb
519,colorectum,heart,False,4,autopsy
520,colorectum,gallbladder,False,7,autopsy
521,colorectum,prostate,True,8,autopsy
522,colorectum,bone,False,29,autopsy
522,colorectum,bone,False,0,hcmdb
522,colorectum,bone,False,51,ron
522,colorectum,bone,False,53,msk
523,colorectum,ovary,False,13,autopsy
523,colorectum,ovary,False,5,hcmdb
523,colorectum,ovary,True,23,ron
523,colorectum,ovary,True,50,msk
524,colorectum,pancreas,False,13,autopsy
524,colorectum,pancreas,False,0,hcmdb
525,colorectum,bladder,False,10,autopsy
525,colorectum,bladder,True,51,msk
526,colorectum,skeletal_muscle,False,2,autopsy
526,colorectum,skeletal_muscle,False,0,hcmdb
527,colorectum,breast,False,0,autopsy
527,colorectum,breast,False,0,hcmdb
527,colorectum,breast,False,2,msk
528,colorectum,skin,False,9,autopsy
528,colorectum,skin,False,0,hcmdb
528,colorectum,skin,False,8,ron
528,colorectum,skin,False,18,msk
529,colorectum,brain,False,3,autopsy
529,colorectum,brain,False,2,hcmdb
529,colorectum,brain,False,35,ron
529,colorectum,brain,False,17,msk
530,colorectum,adrenal_gland,False,42,autopsy
530,colorectum,adrenal_gland,False,0,hcmdb
530,colorectum,adrenal_gland,False,10,ron
530,colorectum,adrenal_gland,False,13,msk
531,colorectum,thyroid,False,11,autopsy
532,colorectum,liver,True,155,autopsy
532,colorectum,liver,True,410,hcmdb
532,colorectum,liver,True,682,ron
532,colorectum,liver,False,84,msk
533,colorectum,lymph_node,False,318,autopsy
533,colorectum,lymph_node,False,109,hcmdb
533,colorectum,lymph_node,False,134,ron
533,colorectum,lymph_node,True,108,msk
534,colorectum,uterus,False,12,autopsy
535,liver,kidney,False,0,autopsy
535,liver,kidney,False,0,hcmdb
535,liver,kidney,False,9,msk
536,liver,lung,False,16,autopsy
536,liver,lung,False,15,hcmdb
536,liver,lung,True,134,msk
537,liver,vagina,False,0,autopsy
538,liver,small_intestine,False,1,autopsy
538,liver,small_intestine,False,0,hcmdb
539,liver,stomach,False,0,autopsy
540,liver,testis,False,1,autopsy
541,liver,spleen,False,0,autopsy
541,liver,spleen,False,0,hcmdb
542,liver,heart,False,2,autopsy
543,liver,gallbladder,False,1,autopsy
544,liver,prostate,False,0,autopsy
545,liver,bone,False,3,autopsy
545,liver,bone,True,24,hcmdb
545,liver,bone,False,102,msk
546,liver,ovary,False,0,autopsy
546,liver,ovary,False,0,hcmdb
546,liver,ovary,False,3,msk
547,liver,pancreas,False,4,autopsy
547,liver,pancreas,False,0,hcmdb
548,liver,bladder,False,0,autopsy
548,liver,bladder,False,3,msk
549,liver,skeletal_muscle,False,0,autopsy
549,liver,skeletal_muscle,False,0,hcmdb
550,liver,breast,False,0,autopsy
550,liver,breast,False,0,hcmdb
550,liver,breast,False,4,msk
551,liver,skin,False,1,autopsy
551,liver,skin,False,0,hcmdb
551,liver,skin,False,10,msk
552,liver,brain,False,1,autopsy
552,liver,brain,False,0,hcmdb
552,liver,brain,False,13,msk
553,liver,adrenal_gland,False,7,autopsy
553,liver,adrenal_gland,True,6,hcmdb
553,liver,adrenal_gland,False,23,msk
554,liver,thyroid,False,1,autopsy
555,liver,colorectum,False,1,autopsy
555,liver,colorectum,False,0,hcmdb
556,liver,lymph_node,False,26,autopsy
556,liver,lymph_node,False,28,hcmdb
556,liver,lymph_node,False,45,msk
557,liver,uterus,False,0,autopsy
558,appendix,kidney,False,0,autopsy
558,appendix,kidney,True,51,msk
559,appendix,lung,False,0,autopsy
559,appendix,lung,False,3,ron
559,appendix,lung,False,186,msk
560,appendix,vagina,False,0,autopsy
561,appendix,small_intestine,False,0,autopsy
562,appendix,stomach,False,0,autopsy
563,appendix,testis,False,0,autopsy
564,appendix,spleen,False,0,autopsy
565,appendix,heart,False,0,autopsy
566,appendix,gallbladder,False,0,autopsy
567,appendix,prostate,False,0,autopsy
568,appendix,bone,False,0,autopsy
568,appendix,bone,False,0,ron
568,appendix,bone,False,205,msk
569,appendix,ovary,False,0,autopsy
569,appendix,ovary,False,1,ron
569,appendix,ovary,False,8,msk
570,appendix,pancreas,False,0,autopsy
571,appendix,bladder,False,0,autopsy
571,appendix,bladder,True,254,msk
572,appendix,skeletal_muscle,False,0,autopsy
573,appendix,breast,False,0,autopsy
573,appendix,breast,False,5,msk
574,appendix,skin,False,1,autopsy
574,appendix,skin,False,0,ron
574,appendix,skin,False,18,msk
575,appendix,brain,False,0,autopsy
575,appendix,brain,False,0,ron
575,appendix,brain,False,37,msk
576,appendix,adrenal_gland,False,0,autopsy
576,appendix,adrenal_gland,False,0,ron
576,appendix,adrenal_gland,False,32,msk
577,appendix,thyroid,False,0,autopsy
578,appendix,colorectum,False,0,autopsy
579,appendix,liver,False,0,autopsy
579,appendix,liver,False,2,ron
579,appendix,liver,False,148,msk
580,appendix,lymph_node,False,2,autopsy
580,appendix,lymph_node,False,1,ron
580,appendix,lymph_node,True,291,msk
581,appendix,uterus,False,0,autopsy
582,uterus,kidney,False,8,autopsy
582,uterus,kidney,False,11,msk
583,uterus,lung,False,30,autopsy
583,uterus,lung,True,110,msk
584,uterus,vagina,True,7,autopsy
585,uterus,small_intestine,False,5,autopsy
586,uterus,stomach,False,2,autopsy
587,uterus,testis,False,0,autopsy
588,uterus,spleen,False,1,autopsy
589,uterus,heart,False,1,autopsy
590,uterus,gallbladder,False,2,autopsy
591,uterus,prostate,False,0,autopsy
592,uterus,bone,False,8,autopsy
592,uterus,bone,False,43,msk
593,uterus,ovary,True,15,autopsy
593,uterus,ovary,False,18,msk
594,uterus,pancreas,False,4,autopsy
595,uterus,bladder,False,5,autopsy
595,uterus,bladder,False,32,msk
596,uterus,skeletal_muscle,False,0,autopsy
597,uterus,breast,False,1,autopsy
597,uterus,breast,False,1,msk
598,uterus,skin,False,4,autopsy
598,uterus,skin,False,12,msk
599,uterus,brain,False,0,autopsy
599,uterus,brain,False,19,msk
600,uterus,adrenal_gland,False,14,autopsy
600,uterus,adrenal_gland,False,13,msk
601,uterus,thyroid,False,5,autopsy
602,uterus,colorectum,False,2,autopsy
603,uterus,liver,False,34,autopsy
603,uterus,liver,False,60,msk
604,uterus,lymph_node,False,106,autopsy
604,uterus,lymph_node,False,35,msk
605,thymus,skin,False,0,hcmdb
606,thymus,brain,False,1,hcmdb
607,thymus,adrenal_gland,False,0,hcmdb
608,thymus,kidney,False,0,hcmdb
609,thymus,lung,False,0,hcmdb
610,thymus,lymph_node,False,0,hcmdb
611,thymus,bone,False,1,hcmdb
612,thymus,ovary,False,0,hcmdb
613,thymus,pancreas,False,0,hcmdb
614,thymus,colorectum,False,0,hcmdb
615,thymus,skeletal_muscle,False,0,hcmdb
616,thymus,liver,False,1,hcmdb
617,thymus,adipose_tissue,False,0,hcmdb
618,thymus,breast,False,0,hcmdb
619,thymus,small_intestine,False,0,hcmdb
620,thymus,spleen,False,0,hcmdb
621,thymus,spinal_cord,False,0,hcmdb
622,cervix,adipose_tissue,False,0,hcmdb
623,cervix,spinal_cord,False,0,hcmdb
624,kidney,adipose_tissue,False,0,hcmdb
625,kidney,spinal_cord,False,0,hcmdb
626,lung,adipose_tissue,False,0,hcmdb
627,lung,spinal_cord,False,0,hcmdb
628,small_intestine,adipose_tissue,False,0,hcmdb
629,small_intestine,spinal_cord,False,0,hcmdb
630,stomach,adipose_tissue,False,0,hcmdb
631,stomach,spinal_cord,False,0,hcmdb
632,testis,adipose_tissue,False,0,hcmdb
633,testis,spinal_cord,False,0,hcmdb
634,tongue,adipose_tissue,False,0,hcmdb
635,tongue,spinal_cord,False,0,hcmdb
636,prostate,adipose_tissue,False,0,hcmdb
637,prostate,spinal_cord,False,0,hcmdb
638,bone,adipose_tissue,False,0,hcmdb
639,bone,spinal_cord,False,0,hcmdb
640,ovary,adipose_tissue,False,0,hcmdb
641,ovary,spinal_cord,False,0,hcmdb
642,pancreas,adipose_tissue,True,10,hcmdb
643,pancreas,spinal_cord,False,0,hcmdb
644,eye,adipose_tissue,False,0,hcmdb
645,eye,spinal_cord,False,0,hcmdb
646,bladder,adipose_tissue,False,0,hcmdb
647,bladder,spinal_cord,False,0,hcmdb
648,breast,adipose_tissue,False,0,hcmdb
649,breast,spinal_cord,False,2,hcmdb
650,skin,adipose_tissue,False,0,hcmdb
651,skin,spinal_cord,False,0,hcmdb
652,brain,skin,False,0,hcmdb
653,brain,adrenal_gland,False,0,hcmdb
654,brain,kidney,False,0,hcmdb
655,brain,lung,False,0,hcmdb
656,brain,lymph_node,False,0,hcmdb
657,brain,bone,False,0,hcmdb
658,brain,ovary,False,0,hcmdb
659,brain,pancreas,False,0,hcmdb
660,brain,colorectum,False,0,hcmdb
661,brain,skeletal_muscle,False,0,hcmdb
662,brain,liver,False,0,hcmdb
663,brain,adipose_tissue,False,0,hcmdb
664,brain,breast,False,0,hcmdb
665,brain,small_intestine,False,0,hcmdb
666,brain,spleen,False,0,hcmdb
667,brain,spinal_cord,False,0,hcmdb
668,thyroid,adipose_tissue,False,0,hcmdb
669,thyroid,spinal_cord,False,0,hcmdb
670,oesophagus,adipose_tissue,False,0,hcmdb
671,oesophagus,spinal_cord,False,0,hcmdb
672,colorectum,adipose_tissue,False,0,hcmdb
673,colorectum,spinal_cord,False,0,hcmdb
674,liver,adipose_tissue,False,0,hcmdb
675,liver,spinal_cord,False,0,hcmdb
676,adipose_tissue,skin,False,5,msk
677,adipose_tissue,brain,False,6,msk
678,adipose_tissue,adrenal_gland,False,1,msk
679,adipose_tissue,kidney,False,1,msk
680,adipose_tissue,lung,False,34,msk
681,adipose_tissue,lymph_node,True,35,msk
682,adipose_tissue,bone,False,15,msk
683,adipose_tissue,ovary,False,0,msk
684,adipose_tissue,breast,False,0,msk
685,adipose_tissue,liver,False,37,msk
686,adipose_tissue,bladder,False,7,msk
